screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
vopegore,2021-05-10T22:27:21Z,"TW: suicídio (o último juro)
.
.
.
.
.
.
.
.
.
só pra terminar, não é só ""procura ajuda"" porra, existem vários fatores que impedem a pessoa de conseguir ajuda, família, dinheiro, lugar onde mora, medo, ou até mesmo não querer https://t.co/I4WbMDUex6",,,agênero ⚧ chernohope e tatabyl = the perfect duo ☣ ☠ ☹ || memy is the v to my min || TW no carrd || fan acc || 18 || ele/elu || csa survivor,Twitter for Android,pt,1391882577565323265
s_icecrea,2021-05-10T22:27:15Z,"@fabioolv @ManuelaDavila Aí depois quando tiver morrendo de insuficiência renal vai atrás do estado pra arruma rim novo e tratamento. Esse papo de ""faz quem quer"" como se não houvesse consequências pro coletivo só serve pra suicídio. De resto, todos pagam pelas burrices de muitos.",fabioolv,,não gosto de twitter,Twitter for Android,pt,1391882552777101316
Oniramleffe,2021-05-10T22:27:10Z,"RT @RIC0_PINHEIR0: Segundo fontes, o diretor de um falido e fracassado meio de comunicação da velha imprensa lixo tentou suicídio... A mamata do dinheiro público acabou e o desespero bateu.
Meu fí, fiq bem vivo p/ colher os frutos do mal q plantou contra o povo brasileiro!
#EstadaoFake",,RIC0_PINHEIR0,Se me seguir te sigo  de volta. Se alguns dias depois deixar de me seguir te bloqueio. Direita raíz  não é babaca para agir assim. #EuAutorizoPresidente,Twitter for Android,pt,1391882533994967043
ShadyMoogle,2021-05-10T22:27:04Z,"Ingrid, não nos conhecemos'  Se algo te incomoda e se não for muito pessoal, poderia compartilhar? — Eu só não gosto desse tipo de piada de suicídio pq, além de ser de mau gosto, já perdi meu melhor amigo pra isso https://t.co/LN5yhU9hhJ",,,My heart is a battleground,Twitter for Android,pt,1391882509550510080
spacialgarbage,2021-05-10T22:26:57Z,tomara que essa merda piore e que eu cometa suicídio logo,,,ta escrito amor porque o guilherme te amo 🌻,Twitter for Android,pt,1391882478713987072
herlilies,2021-05-10T22:26:53Z,"primeiro que ""quem quer mesmo se matar n fala"" é uma das maiores mentiras que existem sobre suicidio, qndo alguem chega a esse ponto ela tenta gritar por ajuda de todas as formas. o suicidio é o efeito da pessoa n ser ouvida e n ter tido assistencia qndo se expressou",herlilies,,a/ela/a | she/they × ㅂ × sommelier de date game × 18yo × pt/eng,Twitter Web App,pt,1391882461190279173
vantgulf,2021-05-10T22:26:47Z,se vcs me odeiam tudo bem eu também me odeio e entendi só por favor não falem q eu brinquei com suicídio não falem q eh só queria chamar atenção,,,ᅠ ᅠ⠀⠀ ㅤ ❐ 𝗷𝗸 : still with you 𓋲 소 🌳 - fan account ᅠ ᅠ⠀,Twitter for Android,pt,1391882438641692676
avansgrf,2021-05-10T22:26:41Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,eu e a charli vendo as estrelas. (a/ela/-a),Twitter for Android,pt,1391882410158141447
rochinhaaaaaaa,2021-05-10T22:26:39Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,Ig:patricia_alexandraa_,Twitter for Android,pt,1391882402298056704
cammy_______,2021-05-10T22:26:35Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,Don’t stress me pls,Twitter for iPhone,pt,1391882384770019330
badgxlvivi,2021-05-10T22:26:34Z,@ChrisQ2004 SUICÍDIO,ChrisQ2004,,@iluvch0colat33 💍| ela/ele,Twitter for Android,pt,1391882382102470658
brunafms_23,2021-05-10T22:26:25Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,good girl with a hood playlist | 2000,Twitter for Android,pt,1391882343464513536
blue_bluekkkj,2021-05-10T22:26:18Z,hoje é um ótimo dia pra eu cometer suicídio💗💗,,,"𝚎𝚕𝚎/𝚍𝚎𝚕𝚎➪𝚑𝚎/𝚑𝚒𝚖
ʕ•ᴥ•ʔ


𝚋𝚎𝚖 𝚟𝚒𝚗𝚍𝚎☘︎

𝚒𝚗𝚏𝚙☂︎

😸💐",Twitter for Android,pt,1391882314247020547
wonderpanem,2021-05-10T22:26:12Z,"só espero que a gabi tenha apagado todas as fanfics +18, audio meu falando em suicídio, links de teor duvidoso e as 149 fotos do meu armário arrumado que eu mandava pra ela sempre que era dia de faxina porque, caso contrario, a mãe e a irmã dela vão pegar o celular e me bloquear. https://t.co/0PvrUHhz2J",,,"#STABLER: i hope you die a slow, painful death. have a nice day.",Twitter Web App,pt,1391882290217824258
blmpereiraa,2021-05-10T22:26:01Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,ғᴀᴋᴇ ɪᴛ ᴜɴᴛɪʟ ʏᴏᴜ ᴍᴀᴋᴇ ɪᴛ  @ barbara.pereiraaa,Twitter for iPhone,pt,1391882244327936002
buttvfflys,2021-05-10T22:25:58Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,ela (eu) dele (Damon Salvatore),Twitter for iPhone,pt,1391882230918750209
meguminceI,2021-05-10T22:25:49Z,"RT @gatinhopodre: opiniao que provavelmente vai fazer eu levar hate: chato pra caralho quem fica narrando o ""suicidio"" em rede social, perguntando onde tem que cortar ou quantas pilulas tem que tomar. pra mim a maioria ta querendo chamar atencao e se fazer de coitadinho",,gatinhopodre,@doliwes 👩‍❤️‍💋‍👩,Twitter for Android,pt,1391882193023246341
bipomary,2021-05-10T22:25:43Z,"@edu_pacheco12 @Faelzinpo @dani1ela4 @whindersson na verdade a música já tinha a data de lançamento, o que aconteceu foram os deslikes absurdos no vídeo, a ameaça de morte pra mãe dela e os pedidos de suicídio pra ela. Ele apenas fez piada de corno após isso.",edu_pacheco12,,cadelinha de várias mulheres,Twitter for iPhone,pt,1391882166540308488
tobbesolonely,2021-05-10T22:25:21Z,"RT @acidxgrl: já abracei minha mediocridade
ja aceitei que meu destino é arrumar um emprego medíocre, arrumar um namorado medíocre e assim ter uma vida medíocre tal como eu sou
ou cometer suicídio, que sempre é uma opção",,acidxgrl,but daddy I love him,Twitter for Android,pt,1391882075540803585
hobbitwho_,2021-05-10T22:25:17Z,RT @monadrift: viver no brasil eh um teste pra ver até quando seres humanos aguentam sem cometer suicidio ou homicidio,,monadrift,"cucumbers genuinely care, unlike that ex boyfriend you keep going back to jesus christ jessica open up your eyes he's using you 💗 ela/dela 💜 ace 💙",Twitter Web App,pt,1391882057773633537
herlilies,2021-05-10T22:25:12Z,que thread escrota. eu n conheço a pessoa da conta conta e n li nem lerei todos os tweets mas porra pra que fazer uma thread dizendo que uma pessoa que diz ter tentando suicidio fez isso por atenção??? essa conta é um deserviço maior pra saude mental doq a pessoa pedindo ajuda https://t.co/M2rrcqIGAZ,,,a/ela/a | she/they × ㅂ × sommelier de date game × 18yo × pt/eng,Twitter Web App,pt,1391882036693151747
ruicampos21,2021-05-10T22:25:08Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,Aveiro 18😜 UA📚🎩ECT,Twitter for iPhone,pt,1391882023111888899
pontongfs,2021-05-10T22:25:01Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,⌗ not marie a. but her fav girl. — a/ela/a,Twitter for iPad,pt,1391881991822450690
jadsonhs,2021-05-10T22:25:00Z,"RT @TAEJOONARCHVE: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinhe, busque ajuda🎗️",,TAEJOONARCHVE,"''Roma locuta est, causa finita est.'' (paráfrase de Santo Agostinho)",Twitter Web App,pt,1391881988055998469
praganaobraga,2021-05-10T22:24:47Z,se Bolsonaro for reeleito eu participo de um suicídio coletivo fácil,,,depressão e fotos de gatinhos,Twitter for Android,pt,1391881934188556289
giseledute,2021-05-10T22:24:42Z,RT @monadrift: viver no brasil eh um teste pra ver até quando seres humanos aguentam sem cometer suicidio ou homicidio,,monadrift,#joonie  承 ⁷ ｜ 94' ｜ ½ GiKa ｜ ela / dela ; she / her,Twitter Web App,pt,1391881911778398216
_____vtf_____,2021-05-10T22:24:33Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,•🏳️‍🌈,Twitter for Android,pt,1391881875422072832
sissysgirI,2021-05-10T22:24:22Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,eu e a avani comendo x-burguer. (a/ela/-a),Twitter for Android,pt,1391881830152945672
minmikmay,2021-05-10T22:24:20Z,"prevenção de suicídio

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,,"⠀⠀⠀⠀⠀⠀⠀⠀⠀𝗮.𝗹𝗼𝗻𝗲   ✫︎   單獨   ﹆   🔗  
⠀⠀⠀⠀⠀⠀⠀⠀⠀era/dele – @LordOswin",Twitter for Android,pt,1391881819948212228
intrincaada,2021-05-10T22:24:10Z,"como o trabalho é sobre o tema de  suicídio, surtos psicóticos etc eu acordo rapidinho",,,faço umas artes e psicologia,Twitter for iPhone,pt,1391881776579108865
ttdonoah,2021-05-10T22:24:07Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,⌗🎸𓂃.𝐗𝖺𝗆𝖺̃; 𝐄𝗋𝖺 𝐔𝗆𝖺 𝐕𝖾𝗓.  - o/ele/o - 3/4.,Twitter for Android,pt,1391881764105302021
carol_ARMYz,2021-05-10T22:23:59Z,"Aliás, obrigada @swaggukiiee por falar sobre esse assunto que tantos se calam, e depois perguntam pq o número de suicídio aumenta a cada dia.",carol_ARMYz,,ღ ɑnnyeonghɑseyo Bɑngtɑn Sonyeondɑn⁷,Twitter for Android,pt,1391881732840960000
anjo_ariano,2021-05-10T22:23:51Z,"RT @RIC0_PINHEIR0: Segundo fontes, o diretor de um falido e fracassado meio de comunicação da velha imprensa lixo tentou suicídio... A mamata do dinheiro público acabou e o desespero bateu.
Meu fí, fiq bem vivo p/ colher os frutos do mal q plantou contra o povo brasileiro!
#EstadaoFake",,RIC0_PINHEIR0,"Trump 2024
Bolsonaro 2022",Twitter Web App,pt,1391881697659133955
johnnyrabudo,2021-05-10T22:23:47Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,͏ ͏ ͏ ͏ ͏ ͏𓂃𖥻 johnny joestar ⌕ my universe ! 𓄹͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏͏ ͏ ͏ ͏ ͏͏ ͏ ͏͏ ͏ ͏͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏͏ ͏ ͏｡⁺.☆ ͏nyo ho ! — ela/dela,Twitter for Android,pt,1391881681754333185
yuuzito,2021-05-10T22:23:35Z,"RT @gatinhopodre: opiniao que provavelmente vai fazer eu levar hate: chato pra caralho quem fica narrando o ""suicidio"" em rede social, perguntando onde tem que cortar ou quantas pilulas tem que tomar. pra mim a maioria ta querendo chamar atencao e se fazer de coitadinho",,gatinhopodre,Here Comes The Sun (1969),Twitter Web App,pt,1391881631191945219
souza_ericksom,2021-05-10T22:23:32Z,"@_l3itad4s_l03n Essa aí é forte candidata ao suicídio , estragou sua vida com força",_l3itad4s_l03n,,não te interessa,Twitter for Android,pt,1391881619863126016
Joanavskii,2021-05-10T22:23:31Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,ig: Joana_._costa,Twitter for iPhone,pt,1391881614427308033
aenxama,2021-05-10T22:23:12Z,"toda vez que rola um caos na minha vida pessoal os eletrônicos resolvem cometer suicídio, é impressionante",,,"Bióloga, boêmia e besta. Espírito zombeteiro nas horas vagas. | perfil de cientista: @snailogist | falando de ciência no @Lutz_PC | 🚫GODS 🚫MASTERS | ela/dela",Twitter Web App,pt,1391881533003288578
wtfpovoa,2021-05-10T22:23:08Z,"[10/5 19:21] Nicolas: tu me inspirou sim
[10/5 19:21] Nicolas: a cometer suicídio

Que relação saudável 🤡🤩",,,bibliogatinha carioca que odeia ead e ama torta de limão📍ainda meio perdida nesse universo,Twitter for Android,pt,1391881520089079811
vantgulf,2021-05-10T22:23:07Z,"ok gente, se vcs acham q eu só fiz aquilo pra chamar atenção w se fodam, só eu sei óleo q eu passo, e eu não tô nem aí, eu JAMAIS brincaria com suicídio, mas se vcs não acreditam em mim, vcs q se fodam https://t.co/78qhf7Gbxy",,,ᅠ ᅠ⠀⠀ ㅤ ❐ 𝗷𝗸 : still with you 𓋲 소 🌳 - fan account ᅠ ᅠ⠀,Twitter for Android,pt,1391881515815120903
odiogoluiz,2021-05-10T22:23:07Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,passionate about performing arts🎭,Twitter for Android,pt,1391881515072692224
raqu3lxc,2021-05-10T22:22:51Z,"RT @Aka2II_: se eu governasse alguma coisa iria proibir qualquer coisa em ônibus, ônibus em si ja eh um bgl estressante, com adolescente fazendo babaquice, gente cantando, crente evangelizando, só aumenta o índice de suicidio",,Aka2II_,fala tu?,Twitter Web App,pt,1391881448966209559
0ericaferreira0,2021-05-10T22:22:48Z,RT @ruuelmaa: Nem consigo imaginar o tamanho da dor que alguém deve sentir para achar que o suicídio é a única opção... https://t.co/NuXfIsTwjc,,ruuelmaa,Ig: ericaferreira06,Twitter for iPhone,pt,1391881432671395843
luvskys,2021-05-10T22:22:46Z,"RT @byangells: ⚠️ prevenção de suicídio ⚠️

📞188
📞0800 273 8255
📞0800 290 0024

você não está sozinho, busque ajuda🎗️",,byangells,"ㅤㅤ ㅤ    ㅤ⌕   ﹏    ♥︎    𝐋✿𝐕𝐄 𝐏𝐋𝐀𝐂𝐄     !      📎
ㅤㅤ ㅤ",Twitter for Android,pt,1391881426845503488
