screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
melzimartinesz,2021-05-08T03:04:38Z,"@kakah51962239 nn vou não, nn consigo mais viver sem o twitterKKKKKK minha unica fonte de serotonina",kakah51962239,,"💥   —   𝗯𝗮   く   𝗴𝗼  ⛩   :: 爆発    ᱖ㅤ🍣              
 
  ele/ela/elu",Twitter for Android,pt,1390865196764250112
Eduarda36776772,2021-05-08T02:59:38Z,Não aguento mais essa vontade de viver grudada no pescoço do mozao.... consigo nem mais dormir sozinha senhor,,,"IFRJ - Nilópolis 🔥

Nos próximos 3 meses me abstenho de todas as minhas redes sociais.",Twitter for Android,pt,1390863936971489283
jesuisanavi,2021-05-08T02:43:26Z,"que saudade de estar tão fissurada numa série ao ponto de querer viver aquele universo e querer saber tudo dos personagens. mas infelizmente não consigo mais alienar, até nas conversas mais distraídas vem uma crítica ao governo ou algo sobre a pandemia, ou chacina... tá difícil.",,,isso é uma longa conversa com os meus divertidamente (ela/dela),Twitter for iPhone,pt,1390859860884004867
rick_nrp,2021-05-08T02:39:36Z,"Eu provei o paraíso, agora não consigo viver sem 
Eu não consigo te esquecer e o seu amor é o mais intenso
Oh, não consigo controlar, não consigo controlar (não consigo controlar)",,,"mas agora que você se foi, algo está faltando no meu coração.",Twitter for Android,pt,1390858895661338629
thacampoos,2021-05-08T02:37:52Z,"Ainda não consigo acreditar que eu enrolei 4 meses pra viver tudo isso que tô vivendo hoje, por causa de toda a insegurança que eu carregava, aí ela veio e quebrou todas as barreiras, e agora eu posso falar que: MINHA NAMORADA É A MULHER MAIS LINDA E PACIENTE DESSE MUNDO!!",thacampoos,,011| 23 years • SCCP 🦅 • insta: eithalia_ 📷 •  ♊🌚 • 🏳️‍🌈,Twitter for iPhone,pt,1390858460070305810
_brendsr,2021-05-08T02:29:14Z,"Melhor foi minha hosta hoje “Brenda estou percebendo que você não anda comendo, por favor me avise se quer ir ao mercado comigo ou fazer uma lista, você precisa comer” kkkkkkk gente sério, não consigo mais viver de comida congelada 🥲🥲🥲🥲",,,What’s the next stop? ✈️,Twitter for iPhone,pt,1390856289358520323
mirianluciaa,2021-05-08T02:29:10Z,"Alguns amigos dizem que eu preciso viver e me aventurar mais, eu até concordo com algumas coisas, mas as vezes eu penso em fazer e só consigo escutar a voz da minha mãe dizendo pra ter cuidado, e acabo não fazendo.",,,,Twitter for iPhone,pt,1390856272350785539
locsxz,2021-05-08T02:17:55Z,@SANJISPACE nao consigo mais viver sem o ventiador,SANJISPACE,,ela/ele,Twitter for Android,pt,1390853439341608960
Bah19moh,2021-05-08T01:45:19Z,RT @darkjujuba: não consigo mais viver em um mundo que não tem a 4 temporada de anne with an e,,darkjujuba,"a witch maybe✨...
SHIZOU SASAGEYO✊",Twitter for Android,pt,1390845235392090114
namjoonious,2021-05-08T01:38:29Z,Gente eu amo mt o namjoon namoral eu nao consigo VIVER mais,,,we are BUTTERproof • incorreta porém politicamente lulista ⭐❤ • ot7,Twitter for Android,pt,1390843517300322306
ThaianGajo,2021-05-08T01:29:01Z,"Já não consigo viver mais
Longe um do outro sem saber
Se foi briguinha de paixão
Ou se foi séria a decisão…",,,FUNCIONÁRIO DO BROWNIE DO BEN / DA BAIKA LOJA / DA YHASCRIS 🙏,Twitter for Android,pt,1390841133043961856
PretaFaixa21,2021-05-08T01:24:03Z,"A morte é uma coisa que eu não tenho nem palavras pra descrever ao certo. É estranho pensar que num segundo eu ou você podemos n viver mais. Os planos se acabam. As saídas, risadas e brincadeiras só existirão da memória de quem ficou. Eu não consigo nem associar direito isso tudo",,,"se vc tem um barco, maior é a chance de se salvar⛵ | it's the climb...",Twitter for Android,pt,1390839881870495746
amendoline,2021-05-08T01:01:10Z,"Eu já não consigo mais viver dentro de mim, e viver assim é quase morrer...",,,"Ela/dela 🐰
Escritora 
👨‍❤️‍👨 leia minha yizhan In The Embers no Wattpad: https://t.co/okP3yanHp4
🌈 tenho um podcast @bl_cast
🌈 i am very gay and proud",Twitter Web App,pt,1390834126027063299
thai_dolaa,2021-05-08T00:58:10Z,"RT @_varne: Não consigo me imaginar levando uma vida estática, eu vim pra esse mundo pra vivenciar todas as experiências possíveis e sempre que puder viver uma nova versão de mim. Deus é mais ficar pra sempre limitada na bolha de uma cidadezinha pacata",,_varne,"19 aninhos
♈
nao sei o que estou fazendo da vida, eh isso.",Twitter for Android,pt,1390833370553323522
Telma37313958,2021-05-08T00:50:25Z,"RT @LueltonB: Não consigo mais viver sem o seriado: O Capitão e os Vilões de Brasília. É por isso que, em 2022,  vou ter q votar em Bolsonaro de novo pra ver a segunda temporada. Sem falar que teremos ""O Retorno"", com Trump,  em 2024. Tédio nunca mais! #FechadoComBolsonaro #EuApoioVotoImpresso https://t.co/mldCz1FTl8",,LueltonB,"Ex Assessora Parlamentar, participei da Constituinte 1988. Mãe Direita 38",Twitter for iPhone,pt,1390831420109729796
NicoPanasol,2021-05-08T00:45:39Z,"Ou pode acabar simplesmente com uma falsa impressão do mundo, não vendo uma esperança e podendo desenvolver depressão. eu demorei muito pra perceber, a cada dia que passa eu consigo ver o mundo mais claro e percebo o mal que me fez. Vai viver a vida cara, pelo amor de deus.",NicoPanasol,,"Οὐροβόρος
INFP-T
Ele/dele
He/Him
ro/ck
menino dela @froggychamps",Twitter for Android,pt,1390830219880288256
viiwanderley,2021-05-08T00:23:41Z,"Não consigo mais viver assim, tá me fazendo muito mal...",,,"Enfermagem ❤️
Radiologia ❤️ Flamenguista❤️🖤",Twitter for iPhone,pt,1390824690692857858
Thefudida,2021-05-08T00:20:56Z,"Eu nunca corto relações com ninguém, tem que me levar ao limite pra mim dizer: ""okay não consigo mais viver com essa pessoa na minha vida"".",,,"Fuck off. 






não tenho preferências com pronomes me chame de puta se quiser.",Twitter for Android,pt,1390824000792707075
Aluiziolopes2,2021-05-08T00:18:18Z,"RT @LueltonB: Não consigo mais viver sem o seriado: O Capitão e os Vilões de Brasília. É por isso que, em 2022,  vou ter q votar em Bolsonaro de novo pra ver a segunda temporada. Sem falar que teremos ""O Retorno"", com Trump,  em 2024. Tédio nunca mais! #FechadoComBolsonaro #EuApoioVotoImpresso https://t.co/mldCz1FTl8",,LueltonB,,Twitter Web App,pt,1390823337811750912
777igr,2021-05-08T00:16:20Z,"Cê chegou bagunçando a mente toda
Eu não consigo mais pensar em outra
A gente se parece no jeito de agir
E o seu sorriso tímido me faz sorrir
Eu não aguento mais viver pensando
Em quando a gente vai se ver de novo",,,"Pareço ter vida social mas sou jogador de free fire

 insta @_igr777",Twitter for Android,pt,1390822843152220160
baxulas,2021-05-07T23:55:44Z,"RT @LueltonB: Não consigo mais viver sem o seriado: O Capitão e os Vilões de Brasília. É por isso que, em 2022,  vou ter q votar em Bolsonaro de novo pra ver a segunda temporada. Sem falar que teremos ""O Retorno"", com Trump,  em 2024. Tédio nunca mais! #FechadoComBolsonaro #EuApoioVotoImpresso https://t.co/mldCz1FTl8",,LueltonB,"Brasil de Bioecodiversidades, Culturais, Étnicas, Sociais, Pluralidades+Legítimas .
#AutorizadoPresidenteBolsonaro",Twitter for Android,pt,1390817657075687424
Gruscoski_Kali,2021-05-07T23:47:21Z,RT @DoniniDuda: Meu Deus eu preciso ir embora de casa urgente to ficando louca não consigo mais viver não tenho paz minha vida tá um inferno,,DoniniDuda,Contra indicada caso suspeitas de dengue e coronavírus,Twitter for Android,pt,1390815549685387267
leeminsunshine,2021-05-07T23:44:57Z,"Já agradeceram hoje por Wonho ter voltado para nós? 
Imagina viver num mundo sem ele?
Eu não consigo e nem quero imaginar.
Wonho torna a existência mais fácil e menos dolorosa. ♥️

@official__wonho @OfficialMonstaX 
#원호 #WONHO
#Love_Synonym #Right_for_Us
#Aint_About_You https://t.co/0D2556dgej",,,𝐌𝐢𝐧𝐡𝐲𝐮𝐤 𝐯𝐨𝐢𝐜𝐞: 내게 사랑을 알려준 네게 정말 고마워,Twitter for Android,pt,1390814943109394432
GabrielleLi_ma,2021-05-07T23:39:27Z,Eu não consigo mais viver sem escutar mantra,,,🏳️‍🌈,Twitter for Android,pt,1390813562122166279
LueltonB,2021-05-07T23:39:02Z,"Não consigo mais viver sem o seriado: O Capitão e os Vilões de Brasília. É por isso que, em 2022,  vou ter q votar em Bolsonaro de novo pra ver a segunda temporada. Sem falar que teremos ""O Retorno"", com Trump,  em 2024. Tédio nunca mais! #FechadoComBolsonaro #EuApoioVotoImpresso https://t.co/mldCz1FTl8",,,"Deus, Família, Brasil.
Maior influenciador político no Twitter, segundo o DATAFOIA.
INSCREVA-SE: https://t.co/E09okIz4vv…",Twitter Web App,pt,1390813454387265541
camsrf,2021-05-07T23:21:11Z,"não consigo viver c confirmação de leitura no wpp mais, é horrível",,,"o que não te desafia, não te transforma // 02/12/2020 // 🦋love yourself",Twitter for iPhone,pt,1390808964145819652
nicolos_,2021-05-07T23:08:18Z,"RT @coelhovitor_: @nicolos_ a gente precisa jogar algo, não consigo viver mais lembrando de que eu só perco pra um cara de 1,60 m",,coelhovitor_,21 anos de puro amor ao próximo e ta com spring love,Twitter for iPhone,pt,1390805721676136448
jjuliar4,2021-05-07T23:05:34Z,"eu não aguento mais só viver mal, chorando, estressada, tudo é motivo pra mim eu não tenho UM dia que consigo ficar bem, ta tudo muito difícil",,,@corinthians⚫⚪🦅,Twitter for Android,pt,1390805034728923137
BackesNessa,2021-05-07T22:59:39Z,"RT @_varne: Não consigo me imaginar levando uma vida estática, eu vim pra esse mundo pra vivenciar todas as experiências possíveis e sempre que puder viver uma nova versão de mim. Deus é mais ficar pra sempre limitada na bolha de uma cidadezinha pacata",,_varne,anti-social & escandalosa,Twitter for Android,pt,1390803542416498690
coelhovitor_,2021-05-07T22:47:24Z,"@nicolos_ a gente precisa jogar algo, não consigo viver mais lembrando de que eu só perco pra um cara de 1,60 m",nicolos_,,,Twitter for Android,pt,1390800461289111552
lesbicrua,2021-05-07T22:40:22Z,"RT @bucetaodohulk: Viver ta insuportavelmente chato, não aguento mais viver o mesmo dia de novo e de novo, já n consigo ter animo pra fazer nada além de ficar deitado, sair pra trabalhar é um parto",,bucetaodohulk,prolixa e esquecida,Twitter for Android,pt,1390798689690599424
vnicious,2021-05-07T22:38:01Z,"Eu não consigo viver em cidade grande mais não, Deus me livre",,,uma pessoa cansada que joga lol,Twitter for Android,pt,1390798099019452416
kyugrr,2021-05-07T22:30:15Z,nao consigo mais viver https://t.co/6YGqlBDLhO,,,fã de pobres (stray kids e the boyz) | ele/dele,Twitter for Android,pt,1390796143831957507
navystanfenty,2021-05-07T22:28:08Z,"Siiiim! Por sua causa, eu não consigo mais viver sem stories legendados https://t.co/ZjMHbtNyiV",,,Rihanna Navy,Twitter for Android,pt,1390795614779232259
kyupIace,2021-05-07T22:25:59Z,@strberrykth nao consigo mais viver sem eleeee,strberrykth,,offcial account of haruto's gf!,Twitter for Android,pt,1390795070345990153
jeovanaol,2021-05-07T22:25:28Z,@victoroliveira Não consigo mais viver sem ver story legendado por sua causa kkkkkkkkkk,victoroliveira,,"Estudante de jornalismo, apaixonada pelo fut raiz e pelas arquibancadas | Man United | Fã do Neilton | Repórter setorista do América - Rádio Inconfidência.",Twitter for iPhone,pt,1390794942000287744
_Mellys_,2021-05-07T22:21:34Z,Eu sinto que não consigo mais ter interações que não sejam pelo computador e nem viver ou socializar mais da forma como era antes.,_Mellys_,,No final nunca saberemos se existimos de verdade ou se somos  apenas o reflexo de um sonho doido e chapado de alguém!,Twitter Web App,pt,1390793961875378179
athaynaaaaaaofc,2021-05-07T22:20:50Z,"Quando eu entendi que mesmo gostando de algumas pessoas, eu consigo viver sem, eu não tenho mais medo de dizer adeus aqueles que não merecem permanecer na minha vida.",,,Q FOI JOVEM? 😴,Twitter for Android,pt,1390793776344535042
raveninhx,2021-05-07T21:39:50Z,"Hoje o dia foi perfeito
Atendimentos alternados, um veio outro não

Considero esse o ideal, eu trabalho bem, consigo estar muuuuuito mais ativa na sessão, pois menos pacientes exigem menos de mim e da minha energia
E no final do dia ainda tenho vontade de viver",,,,Twitter for Android,pt,1390783456314023939
NatyCarey,2021-05-07T21:16:59Z,"Sexta feira fria com gosto de depressão. Queria q tudo isso fosse um pesadelo. Não consigo viver normalmente com tanta gente morrendo e com esse vírus maldito. Mais um final de semana trabalhando pra passar o tempo. Queria mesmo curtir, sair, viajar. Enfim...",,,"lamb for life @mariahcarey
Insta: @ natasha.cmiranda",Twitter for Android,pt,1390777709379346434
bucetaodohulk,2021-05-07T20:59:18Z,"Viver ta insuportavelmente chato, não aguento mais viver o mesmo dia de novo e de novo, já n consigo ter animo pra fazer nada além de ficar deitado, sair pra trabalhar é um parto",,,Pronome: nenhum. De preferência não me dirija a palavra.,Twitter for Android,pt,1390773257419300866
glaurexx,2021-05-07T20:58:55Z,"gente serio eu não consigo pensar em mais nada. um jovem de 18/19 anos, tinha tanta coisa pra viver ainda... mas por causa desse virus do inferno foi embora desse plano meu deus estou devastada",glaurexx,,,Twitter for iPhone,pt,1390773161516539915
velezvtb,2021-05-07T20:58:14Z,"@gabii_alzugaray @LadyMaduu Tipo e muito ruim, eu ja cansei de falar de defender a mulheres da minha familia pos elas foram ""educadas"" assim...eu tambem fui criada como a mais fragil meu irmao pode isso e e eu nao e etc. mas de algun jeito eu consigo viver so pra mim",gabii_alzugaray,,"Aqui vc acha motivos para nao ser pobre.

Namaster @@@
aui vc achar nao u mas sim outra pessoa",Twitter Web App,pt,1390772987188625408
still_a_bean,2021-05-07T20:50:59Z,"pode ser oq for, mas tu foi a única coisa que me fez ter vontade de viver, de levar o dia, de esperar, comer, sonhar etc, não ter mais é um tiro no peito e cada minuto, eu precisava me livrar disso mas simplesmente não consigo, eu preciso de ti",still_a_bean,,"😼declan's best mate 😼
beans and shrek lover",Twitter for Android,pt,1390771166000857088
SUGAS4TAN,2021-05-07T20:41:42Z,"jhow você sabe que é a pessoa mais preciosa do mundo pra mim , eu sei que você  sabe . eu não consigo mais viver sem você https://t.co/hRIRzsSzWB",,,,Twitter for Android,pt,1390768827990949893
oldbiaa,2021-05-07T20:31:04Z,"@lettymartinx eu não aguento mais essa dor, não aguento mais sofrer, não consigo mais viver nesse mundo sem ser casada com juliette",lettymartinx,,"o amor é lindo gente, eu que sou quenga",Twitter for iPhone,pt,1390766152939446272
lettymartinx,2021-05-07T20:29:40Z,"eu não aguento mais essa dor, não aguento mais sofrer, não consigo mais viver nesse mundo sem ser casada com dilsinho",,,aqui só cabe amor.,Twitter for iPhone,pt,1390765801213468673
ByulSoojin,2021-05-07T20:26:36Z,"Eu me senti tão bem, eu estava espontânea, dando risadas verdadeiras e foi ainda mais vivo como foi no sonho e eu não consigo encontrar palavras para agradecer a eles.. vocês me fazem querer viver de novo, poder sentir assim de novo..",ByulSoojin,,"𝗺𝗮𝗴𝗶𝗰 𝘀𝗵𝗼𝗽 × 𝗻𝗲𝘃𝗲𝗿𝗹𝗮𝗻𝗱 : 𝗉𝗅𝖺𝖼𝖾𝗌 𝗈𝖿 𝗅𝗈𝗏𝖾, 𝗉𝖾𝖺𝖼𝖾, 𝖺𝗇𝖽 𝖼𝗁𝖺𝗋𝗆. 𝗋𝖾𝗉𝗋𝖾𝗌𝖾𝗇𝗍𝖾𝖽 𝖻𝗒 13 𝗐𝗈𝗇𝖽𝖾𝗋𝖿𝗎𝗅.",Twitter for Android,pt,1390765027863506950
Gerfrida,2021-05-07T19:16:21Z,quando chega o final de semana minha boca já pede breja eu não sei se consigo mais viver sem ela,,,barra,Twitter for Android,pt,1390747351107702784
nnnacastro,2021-05-07T19:13:36Z,"Minha coisa favorita de escritório até agora (fora caneta, claro) é um bagulhetinho que chama molha dedos. Eu não fazia ideia que isso existia e já não consigo mais viver sem.",,,,Twitter for iPhone,pt,1390746656551936003
darkjujuba,2021-05-07T19:10:20Z,não consigo mais viver em um mundo que não tem a 4 temporada de anne with an e,,,"rir é um ato de resistência
                                             ela/dela",Twitter for Android,pt,1390745834690650115
luvkst,2021-05-07T19:01:41Z,"RT @hannotrauber: não consigo mais viver em sociedade,  vou alugar um sítio e morar sozinho",,hannotrauber,"O/ELE/-O | 
sick of losing soulmates 
| multifandom    雨|ヒアン #StayPeculiar",Twitter Web App,pt,1390743658023038976
hannotrauber,2021-05-07T19:00:57Z,"não consigo mais viver em sociedade,  vou alugar um sítio e morar sozinho",,,,Twitter Web App,pt,1390743474815881227
jemissonlopes,2021-05-07T18:51:49Z,RT @obliviatgranger: Triste da pessoa que pensa que eu não consigo viver o resto da minha vida tranquilamente sem nunca mais olhar pra cara dela,,obliviatgranger,Insta: jemissonlopes | Face: jemissonlopes | Wattpad: jemissonlopes8 | Escritor | Gestor de RH,Twitter for iPhone,pt,1390741175536136192
starstolwt,2021-05-07T18:50:55Z,@itshotaria emy eu nao consigo mais viver sem fotoa dele,itshotaria,,hstyles grammy winner 一 a/ela/a @91lwtstyles,Twitter for Android,pt,1390740949740015616
cisnyss,2021-05-07T18:30:29Z,"— oii kk
— oi
— vc ta bem ?
— sim (nao, de jeito nenhum, em nenhuma galáxia, nem aqui nem na china, nem nascendo de novo, não estou bem, já cansei de chorar, não suporto mais viver, estou muito mal, mas vou falar que sim para não te preocupar e pq não consigo explicar.)",,,saiki/kenma/pieck/jean/nobara/mikasa/armin/levi lovebot             |  any pronouns      | carrd byf,Twitter for Android,pt,1390735807451893765
david_rafaw,2021-05-07T18:15:48Z,"Mlk o @miticojovem e o @igorcavalari tão fazendo um trabalho absurdo no podpah, não consigo mais viver sem",,,"se veio até aqui, agora vai toma no cu obrigado",Twitter for Android,pt,1390732110252675083
Elida49043095,2021-05-07T18:09:45Z,"@LucianoHuck Quero pedir ajuda dos seus seguidores 🙏 não aguento mais viver com dor constante a 4 anos luto por uma cirurgia no rim 😢 não consigo pelo SUS peço ajuda de vocês pra realizar a cirurgia particular q custa em média 7 mil 
Vou mandar minha conta bancária se vc puder ajudar",LucianoHuck,,minha paciência,Twitter for Android,pt,1390730588823375876
juggukx,2021-05-07T18:01:23Z,@oidesculpa eu te dei meu pau no cu e eu nao consigo viver sem os tweets dessa Pessoa e eu quero fazer nada mais barato do meu amigo dele é uma pessoa RUIM para o brasil é a terra da qui de casa e a gente queria saber de casa e a gente queria saber de casa e a gente queria saber de casa,oidesculpa,,'          ₊𓂃보고 십다𝗆𝗒  ᨳ 𝐚𝐧.𝐠𝐞𝐥:𝐦𝐢𝐥𝐤,Twitter for Android,pt,1390728481970049028
FloritsaA,2021-05-07T17:57:09Z,"RT @SlangHS_391: Eu não paro de pensar em você, mal consigo me concentrar nos afazeres do meu dia. É uma paixão que me domina, uma vontade louca de viver a vida inteira com você. Sei que não é engano meu, você realmente me encantou, me pegou de jeito e agora eu não consigo mais me desligar.",,SlangHS_391,❄ Eu serei heroína da minha própria história.🤩🥰,Twitter for iPhone,pt,1390727417082298368
SlangHS_391,2021-05-07T17:52:52Z,"Eu não paro de pensar em você, mal consigo me concentrar nos afazeres do meu dia. É uma paixão que me domina, uma vontade louca de viver a vida inteira com você. Sei que não é engano meu, você realmente me encantou, me pegou de jeito e agora eu não consigo mais me desligar.",,,"Never apologize for being yourself. Tap on links:👇 

https://t.co/Zb6uYslmMw",Twitter for Android,pt,1390726338194165762
archviz_apollo,2021-05-07T17:45:26Z,Eu não consigo mais viver nesse país com esse presidente... esse cara é um maluco lunatico,,,"CEO @estudioathens
bruno@estudioathens.com.br

23, estudante de Arquitetura e Urbanismo
Archviz",Twitter Web App,pt,1390724470135005187
igorzinxx,2021-05-07T17:39:56Z,"Briga comigo quantas vezes você quiser, mas não me deixe por nada nessa vida, eu não saberia viver um dia se quer sem você comigo, eu juro não consigo se quer imaginar isso.. mais consigo imaginar uma vida inteira contigo, você está em todos os meus sonhos e mesmo as vezes sendo",,,"🌴𝐹𝑜𝑟𝑡𝑎𝑙-𝐶𝑖𝑡𝑦 058+🌴
👨‍👩‍👧‍👦𝐹𝑎𝑚𝑖𝑙𝑖𝑎 𝑀𝑖𝑛ℎ𝑎 𝐵𝑎𝑠𝑒👨‍👩‍👧‍👦
𝑄𝑢𝑎𝑛𝑡𝑜 𝑚𝑎𝑖𝑠 𝑣𝑜𝑐𝑒 𝑎𝑚𝑎𝑑𝑢𝑟𝑒𝑐𝑒, 𝑚𝑒𝑛𝑜𝑠 𝑎𝑚𝑖𝑔𝑜",Twitter for Android,pt,1390723083493855233
viihggotube,2021-05-07T17:11:51Z,não consigo mais viver sem tomar café,,,"CHAOTIC NEUTRAL

entrando na 61° era clean

acervo de memes: @ratografia",Twitter for Android,pt,1390716017219973126
PoppyLully,2021-05-07T17:06:03Z,"@LucasDemarck plmds culpa sua, eu nao aguento mais, EU NÃO CONSIGO MAIS VIVER, EU TO RESPIRANDO ESSE DORAMA",LucasDemarck,,"since 1999

Atriz- YouTuber

https://t.co/IZzMXKnyha 
Instagram: _itsphany_
TikTok: PhanyLover",Twitter Web App,pt,1390714559422418944
bagginsfloyd,2021-05-07T16:57:52Z,"RT @nanathlemos: estou EXAUSTA de todos os dias escutar que alguém que conheço morreu. não consigo mais lidar, é um vazio inexplicável. que momento horrível para se viver",,nanathlemos,uma plantinha com emoções complicadas,Twitter for iPhone,pt,1390712500610600961
B_sascro,2021-05-07T16:30:45Z,"Eu não consigo mais distinguir se quero morrer pq tô deprimida ou se é ""só"" pq não aguento mais lidar com fascismo e gente burra/mal caráter. 
Viver o apocalipse é exaustivo.",,,Me mantendo viva. Estudante de Gestão de Politicas Públicas. Bi/Pan. Macumbeira da umbanda.  Ela/Dela. A.C.A.B.,Twitter for Android,pt,1390705673982423050
nanathlemos,2021-05-07T16:27:24Z,"estou EXAUSTA de todos os dias escutar que alguém que conheço morreu. não consigo mais lidar, é um vazio inexplicável. que momento horrível para se viver",,,,Twitter for iPhone,pt,1390704829710966790
mandyssss_,2021-05-07T16:11:54Z,"Já não consigo viver mais, longe um do outro sem saber se foi briguinha de paixão ou se foi séria a decisão, que dividiu meu coração do teu sorriso, levando nessa união, o que eu preciso.....",,,,Twitter for iPhone,pt,1390700931885543424
ashtoris,2021-05-07T16:10:00Z,"𖥻 69. depois do sim, michelle corrêa.
★★★★☆

❝a coisa mais estúpida que fiz foi achar que realmente conseguiria viver longe de você. não posso. não consigo.❞ https://t.co/LHRakrFJID",ashtoris,,grizz wants to be able to talk to sam in his language.                       | a/ela/-a #AnytimeAnywhere,Twitter for Android,pt,1390700451260153857
_anavihh,2021-05-07T15:57:55Z,"espero estar doida e que nao seja nada, pq de vdd eu nao aguento mais essa, não sei se consigo viver sem ela!",,,mds eu nao sei usar isso,Twitter for Android,pt,1390697410008076293
salada_gi,2021-05-07T15:51:24Z,RT @DoniniDuda: Meu Deus eu preciso ir embora de casa urgente to ficando louca não consigo mais viver não tenho paz minha vida tá um inferno,,DoniniDuda,You think you're smarter than me with all your bad poetry,Twitter for iPhone,pt,1390695770827931650
DoniniDuda,2021-05-07T15:45:00Z,Meu Deus eu preciso ir embora de casa urgente to ficando louca não consigo mais viver não tenho paz minha vida tá um inferno,,,Carpe diem,Twitter for iPhone,pt,1390694161377005577
obliviatgranger,2021-05-07T15:44:22Z,Triste da pessoa que pensa que eu não consigo viver o resto da minha vida tranquilamente sem nunca mais olhar pra cara dela,,,morta por dentro aguardando ansiosa morrer por fora,Twitter for iPhone,pt,1390693999875399682
matfeliz,2021-05-07T15:39:48Z,"Todo momento que penso nesse massacre me vem lágrimas nos olhos, lágrimas de sangue, mistura de tristeza e muito, mas muito ódio

Eu não consigo mais viver assim, não dá, tô num ódio sem fim, essa dor também é minha",,,em manutenção,Twitter for Android,pt,1390692851244277762
crlcmrg,2021-05-07T15:36:24Z,percebi que eu não consigo mais viver sem cronograma capilar,,,16 y || Jesus is enough 🤍,Twitter for Android,pt,1390691996059246592
ligia_fonseca9,2021-05-07T15:28:17Z,"Cara eu não consigo mais viver sem essa cachorra.
Bom dia humanos 🥰 https://t.co/3IpUqFKWZ9",,,"17 anos, com cara de 13, corpo de 64 e mentalidade de 9. Prazer, eu!


 PS: Aqui a minha criança de 9 anos reina",Twitter for Android,pt,1390689955945623555
Jess_Burmeister,2021-05-07T14:58:34Z,"Toda a minha compaixão à galera do Jacarezinho. Não consigo imaginar o que é viver uma situação dessas (mais uma vez), infelizmente tão comum nessa cidade e nesse país. Não existe psicológico pra viver algo assim. Que tristeza, gente..",,,Sleep enthusiast and big nutella stan. I cut people’s skin for money,Twitter for iPhone,pt,1390682473663717383
rafabarale,2021-05-07T14:57:54Z,@anaacleo Amiga eu não consigo mais viver sem a ansiedade de que algo vai chegar na minha casa a qualquer momento!,anaacleo,,Vai Luan,Twitter for iPhone,pt,1390682308622041088
Gu5t4v1m,2021-05-07T14:47:58Z,"Slá eu nao consigo mais viver sem o conforto q as pirataria do Android me dão... sem os apps gb, sem os apk de app pago q ficam de gratis... sem as facilitacoes. Falem o q quiser mas o android PISA muito EM TODOS OS ASPECTOS obg de nada. Opinioes contrarias é pura babação de ovo",,,"Conta nova por que eu desativei a outra// Mineiro - Moc City - 🇪🇸
//Taurino ♉//",Twitter for Android,pt,1390679809236389890
ttdajamily,2021-05-07T14:41:25Z,"Eu não consigo mais viver desse jeito, não consigo",,,@flamengo💍,Twitter for Android,pt,1390678157808832513
ryanfxp_,2021-05-07T14:38:09Z,RT @linharesbella25: Não aguento mais esse povo mas ao msm tempo não consigo viver sem kkkkkkkkkkkkkkk como q faz?????,,linharesbella25,Paz inabalavel 🌊 | Insta: euryanns 📸 | @flamengo,Twitter for Android,pt,1390677335649800201
linharesbella25,2021-05-07T14:36:47Z,Não aguento mais esse povo mas ao msm tempo não consigo viver sem kkkkkkkkkkkkkkk como q faz?????,,,,Twitter for Android,pt,1390676994707312648
norbertinhu,2021-05-07T14:31:07Z,@oidesculpa eu não consigo ficar mais feliz por vc é muito engraçado pq eu tenho um negócio aqui na sala do trabalho e a gente vai viver com vc pra eu poder fazer uma coisa que me deixou absurdamente mal e tals kkllkkkll com o pessoal e a gente vai tirar ela me bloqueou de calouros da África,oidesculpa,,comentando assuntos fúteis com meu q.i baixíssimo ( ela/dela ),Twitter for Android,pt,1390675566228037632
buenoloucas,2021-05-07T14:25:01Z,"Eu não consigo com as instituições desse país, com a falta de tato pra governar diferentes esferas da sociedade, eu não sofro metade do que quem tá espalhado pelo Brasil sofre e já não aguento mais, é foda viver num país que a única perspectiva de muita gente é a morte precoce",,,"totalmente perdida na vida porém sigo tentando ser sensata, as vezes não dá",Twitter for iPhone,pt,1390674033910419463
Lilaxbaeback,2021-05-07T14:08:26Z,"ELE CANTANDO ME DEIXOU EM PRANTOS
NAO CONSIGO MAIS VIVER ASSI: https://t.co/irsuDjY0LS",,,"ˢʰᵉ / ʰᵉʳ__ᴸⁱˡᵃˣ'ˢ ʰᵉᵃʳᵗ ⁱˢ ᶠʳᵒᵐ ⁻ ᴺᶜᵗ, ᴬᵗᵉᵉᶻ, ᴸᵉᵉ ᴶᵉⁿᵒ, ᴸᵘᶜᵃˢ ᵂᵒⁿᵍ__
 ᵂᵉˡᶜᵒᵐᵉ

ᴹʸ ᵐᵒᵒᵗ ᶠᵃᵛ⁻ @Eumarih8 @Wooyoung_e_boy",Twitter for Android,pt,1390669857998446600
PauloDantas25,2021-05-07T13:40:34Z,"@moura_101 O negacionismo mata mais do que o próprio vírus, eu não consigo entender esse pessoal que são bem instruídos optar por viver dentro de uma bolha de ignorância e rasgando toda biografia por uma idéia genocida.",moura_101,,"Questionar o mundo é entender como ele funciona. Conhecimento é poder, poder de tornar o mundo mais justo para todos.",Twitter for Android,pt,1390662845273104388
