screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
paulaca24070266,2021-05-11T17:39:12Z,"RT @biianbjb: gente, eu quero de fato me suicidar, pq não satisfeito, ele está mandando e postando vídeo íntimo nosso transando pra minha família toda e colocando em redes sociais. nunca passei por isso e n vou passar. obg a todos que estão me mandando mensagens...",,biianbjb,isaque💙 liberdade amoor💏,Twitter for Android,pt,1392172451526856707
AdriellyV_026,2021-05-11T17:38:58Z,@biianbjb @Suellen_1319  agr ela quer se suicidar cara.,biianbjb,,,Twitter for Android,pt,1392172394840838153
favrockindie,2021-05-11T17:37:54Z,"até em uma situação em que a pessoa ameaça se suicidar pra que isso não ocorra (no caso, principalmente nessa situação) aquela pessoa precisa de ajuda. dependência emocional não é legal. depender de outra pessoa não é legal. se você não saber ser feliz sozinho+",favrockindie,,"drugs, sadness and poetry | multifandon 🥀",Twitter for Android,pt,1392172126275346434
arthur0storck,2021-05-11T17:30:26Z,"@gustavocaiq Se ainda quiser se suicidar, agora é a hora AHAHAHA",gustavocaiq,,:(,Twitter for iPhone,pt,1392170244022673413
MickeyM26946845,2021-05-11T17:30:08Z,Se suicidar por casamento é para os fracos por isso vou me matando lentamente.,,,A saudade é o preço por vive momentos inesquecíveis,Twitter for Android,pt,1392170168797773827
jkkeffects,2021-05-11T17:16:23Z,so vao se importar quando eu me suicidar na frente deles,,,🐇 . . . . googie‹𝟹,Twitter for Android,pt,1392166709537255430
henriquedsl01,2021-05-11T17:00:06Z,"RT @mundodeumleao: Se o Sporting não for campeão os Sportinguistas vão se todos suicidar, então sim...

campeonato &gt; saúde mundial https://t.co/nXPlGzjJe9",,mundodeumleao,,Twitter for Android,pt,1392162612503326731
luizotxavio,2021-05-11T16:59:55Z,"trabalho q só a peste, vou me suicidar... tchau.",,,o hétero de taubaté,Twitter for iPhone,pt,1392162564814090243
PedroAzevedoMa1,2021-05-11T16:58:08Z,"RT @mundodeumleao: Se o Sporting não for campeão os Sportinguistas vão se todos suicidar, então sim...

campeonato &gt; saúde mundial https://t.co/nXPlGzjJe9",,mundodeumleao,insta: __pedro77_,Twitter for Android,pt,1392162115113426944
mansoo04,2021-05-11T16:57:18Z,"RT @mundodeumleao: Se o Sporting não for campeão os Sportinguistas vão se todos suicidar, então sim...

campeonato &gt; saúde mundial https://t.co/nXPlGzjJe9",,mundodeumleao,Ig: manso.afonsoo,Twitter for Android,pt,1392161908413849602
bbibi_b,2021-05-11T16:55:56Z,"RT @Luanacarolitaaa: Uma amiga muito querida acabou de suicidar, peço que rezem pela alma dela e pela família que se encontra desolada. Não consigo acreditar ainda.. o nome dela é Ana, tinha 19 anos.",,Luanacarolitaaa,"Christo Nihil Praeponere
Totus Tuus Maria",Twitter Web App,pt,1392161562660638726
catiaestrellaa,2021-05-11T16:54:41Z,"RT @mundodeumleao: Se o Sporting não for campeão os Sportinguistas vão se todos suicidar, então sim...

campeonato &gt; saúde mundial https://t.co/nXPlGzjJe9",,mundodeumleao,"🇪🇸🇵🇹 || 𝑂𝑒𝑖𝑟𝑎𝑠, 𝑃𝑜𝑟𝑡𝑢𝑔𝑎𝑙 ♡ 🏄🏼‍♀️ || 🏋🏼‍♀️",Twitter for iPhone,pt,1392161250365382657
CesarFernand258,2021-05-11T16:54:13Z,"RT @mundodeumleao: Se o Sporting não for campeão os Sportinguistas vão se todos suicidar, então sim...

campeonato &gt; saúde mundial https://t.co/nXPlGzjJe9",,mundodeumleao,Esforço. Dedicação. Devoção e Gloria. Tu es a nossa Fé.,Twitter for Android,pt,1392161133314838536
GrazielaReis24,2021-05-11T16:53:39Z,"RT @biianbjb: gente, eu quero de fato me suicidar, pq não satisfeito, ele está mandando e postando vídeo íntimo nosso transando pra minha família toda e colocando em redes sociais. nunca passei por isso e n vou passar. obg a todos que estão me mandando mensagens...",,biianbjb,Henri_Mirella 👫💕,Twitter for Android,pt,1392160989622292483
solllrac,2021-05-11T16:53:34Z,"@cealinus Eu perdi qualquer esperança nele no dia do podcast do gaulês

O cara todo triste contando que quase pulou de um prédio de 2 andares pra se suicidar

Aí vem o monark, rindo, e fala que aquela altura não era suficiente pra matar ele e que era melhor subir um pouco mais",cealinus,,🔇🔇,Twitter for Android,pt,1392160967480463361
mundodeumleao,2021-05-11T16:52:48Z,"Se o Sporting não for campeão os Sportinguistas vão se todos suicidar, então sim...

campeonato &gt; saúde mundial https://t.co/nXPlGzjJe9",,,"@Sporting_CP

Parcerias ou Divulgação - DM 📩",Twitter for Android,pt,1392160773988827145
marhand_,2021-05-11T16:49:52Z,"Terça feira Caio faz aniversário e estou querendo fazer um bolo surpresa pra ele.

Ele não tem ninguém, é simplesmente jogado no mundo, as únicas pessoas hoje da sua vida são: sogra, namorado e minha amizade.

Ele vai fazer 22 anos e ele planejou se suicidar aos 22.

+",,,Estou aqui apenas para reclamar.,Twitter for Android,pt,1392160037158666245
PrincesinhaSi11,2021-05-11T16:48:08Z,"RT @biianbjb: gente, eu quero de fato me suicidar, pq não satisfeito, ele está mandando e postando vídeo íntimo nosso transando pra minha família toda e colocando em redes sociais. nunca passei por isso e n vou passar. obg a todos que estão me mandando mensagens...",,biianbjb,"🌸 ana silva🌸      🌌✨ seja a luz✨🌌

 geminiana♊      💖@euomaisbelo💖   RJ🔅  💖amo minha família 💖",Twitter for Android,pt,1392159600523288577
SouzaMiile,2021-05-11T16:46:45Z,"RT @biianbjb: gente, eu quero de fato me suicidar, pq não satisfeito, ele está mandando e postando vídeo íntimo nosso transando pra minha família toda e colocando em redes sociais. nunca passei por isso e n vou passar. obg a todos que estão me mandando mensagens...",,biianbjb,Dgital influencer•Modelo • •Itaipu Niterói • parcerias via Dm 📲 Insta_@SouzaMiile,Twitter for iPhone,pt,1392159250399612928
victoriagves,2021-05-11T16:46:11Z,@AliciaAraujo04 o pinguim querendo se suicidar ???,AliciaAraujo04,,vivendo pra ser cupido 💘 e não pra ser amada,Twitter for iPhone,pt,1392159109617700869
yaneixon,2021-05-11T16:44:25Z,qro q se foda eu vou me suicidar mesmo,,,não sei oq faço da vida 🤝🏽,Twitter for Android,pt,1392158663872327681
suntong_,2021-05-11T16:38:29Z,"@Mari_rkb vou só contar a sinopse, uma mulher assiste outra mulher se suicidar na frente dela no metrô,só q essa mulher q se matou tem o mesmo rosto que ela,então ela pega a bolsa com os documentos da morta e por um tempo tenta fingir ser ela só q fazendo isso ela descobre algo. . .",Mari_rkb,,(a/ela/-a)  fã account ~e mesmo q eu ande pelo vale da conta suspensa eu não temerei~,Twitter for Android,pt,1392157172025470976
winwiiny,2021-05-11T16:34:26Z,"RT @biianbjb: gente, eu quero de fato me suicidar, pq não satisfeito, ele está mandando e postando vídeo íntimo nosso transando pra minha família toda e colocando em redes sociais. nunca passei por isso e n vou passar. obg a todos que estão me mandando mensagens...",,biianbjb,₍🍣🏽₎ ¨̮ ˂ͣ꒰ #jaemin ⁺ #sicheng ⁺ #jisoo ꒱ 𝘪’𝘭𝘭 𝘴𝘦𝘢𝘳𝘤𝘩 𝘵𝘩𝘦 𝘶𝘯𝘪𝘷𝘦𝘳𝘴𝘦 𝘶𝘯𝘵𝘪𝘭 𝘪 𝘤𝘢𝘯 𝘧𝘪𝘯𝘥 𝘺𝘰𝘶 𝘢𝘨𝘢𝘪𝘯. ︎♥︎ ↜,Twitter for Android,pt,1392156150787891201
caxiih,2021-05-11T16:32:03Z,@Jwester_ @mikasaglows Qm usa máscara de gás pra se suicidar??,Jwester_,,"°.•`°.°•𝒆𝒔𝒕𝒐𝒖 𝒈𝒂𝒚 𝒆 𝒕𝒓𝒊𝒔𝒕𝒆, 𝒑𝒐𝒓 𝒇𝒂𝒗𝒐𝒓 𝒏𝒂𝒐 𝒆𝒏𝒄𝒐𝒔𝒕𝒆 𝒆𝒎 𝒎𝒊𝒎






     𝐦𝐮𝐥𝐭𝐢𝐟𝐚𝐧𝐝𝐨𝐦-𝐞𝐥𝐚/𝐝𝐞𝐥𝐚",Twitter for Android,pt,1392155552243912710
louishomosex,2021-05-11T16:25:02Z,@loumierebaby eu pensava que ele iria se suicidar igual o michael,loumierebaby,,https://t.co/yaXD8effOX she/her,Twitter for Android,pt,1392153788606255104
mthyur,2021-05-11T16:21:49Z,"deixei o carro na lavação e se por um acaso chover, vou deixar bem claro que vou me suicidar e chegando no céu vou matar São Pedro",,,JJ,Twitter for iPhone,pt,1392152977322954756
EduaneStancani,2021-05-11T16:20:36Z,"RT @biianbjb: gente, eu quero de fato me suicidar, pq não satisfeito, ele está mandando e postando vídeo íntimo nosso transando pra minha família toda e colocando em redes sociais. nunca passei por isso e n vou passar. obg a todos que estão me mandando mensagens...",,biianbjb,MELLANY VALENTINA❤ / 10.08.2019 💏/ @Flamengo 🔴⚫.,Twitter for Android,pt,1392152672829124611
luisa_matoss,2021-05-11T16:13:16Z,"NOSSA EU NUNCA ME ESTRESSEI TANTO NA MINHA VIDA COM ALGUEM COMO EU TÔ COM ESSA GAROTA MANO EU NÃO AGUENTO MAIS TUDO Q EU FAÇO TUDO Q EU TENHO TUDO Q EU CONPRO TUDO TUDO TUDO ELA FAZ IGUAL ISSO TÁ ME ENCHENDO A PORRA DO SACO, VOU ME SUICIDAR PRA VER SE ELA COPIA TBM",,,@flamengo //@pogianellasc738💍@lauralawall💍,Twitter for iPhone,pt,1392150826693582860
tyIerfeeIs,2021-05-11T16:07:13Z,"[11/5 09:59] rafa: faz um suicídio pfv 
[11/5 10:02] sarha: sim quem eu tenho que suicidar?
[11/5 10:02] rafa: suicida meu cuzinho",,,⠀⠀         kaidou shun love blog,Twitter for Android,pt,1392149302819139584
biianbjb,2021-05-11T15:36:57Z,"gente, eu quero de fato me suicidar, pq não satisfeito, ele está mandando e postando vídeo íntimo nosso transando pra minha família toda e colocando em redes sociais. nunca passei por isso e n vou passar. obg a todos que estão me mandando mensagens...",,,"Carente, gostosa, inteligente e tatuada✨",Twitter for iPhone,pt,1392141684738232329
hugoleo_ribfi,2021-05-11T15:19:38Z,Bolsonaro é obrigado a se suicidar e olha no que deu https://t.co/F1xB7OkmNt,,,"Insta: hugoleo_ribfi • CEFET-MG 
Min💚⛏️",Twitter for Android,pt,1392137330207731714
zorytt,2021-05-11T15:01:28Z,@cringefandomimg que vontade de me suicidar carw,cringefandomimg,,o,Twitter for Android,pt,1392132755732017160
nique0almeida,2021-05-11T14:55:48Z,"RT @Luanacarolitaaa: Uma amiga muito querida acabou de suicidar, peço que rezem pela alma dela e pela família que se encontra desolada. Não consigo acreditar ainda.. o nome dela é Ana, tinha 19 anos.",,Luanacarolitaaa,essa foi a minha 1a conta .. eu ainda tinha um certo controle da minha memória... O único q me suporta até HOJE JESUS,Twitter for iPhone,pt,1392131329328812033
DudsBennet,2021-05-11T14:55:20Z,Acabei de achar uma fanfic em que a pessoa censurou suicidar ????,,,(d/ela); 𝑮𝒓𝒖𝒗𝒊𝒂 𝒊𝒔 𝒎𝒚 𝒘𝒐𝒓𝒍𝒅 • multifandom,Twitter for Android,pt,1392131211741564932
Kaciquezin,2021-05-11T14:52:20Z,"Odeio minha irmã ela é super tóxica mimada e destrói meu psicológico todo dia fazendo eu querer me suicidar falando coisas do tipo: ""sua mãe não gosta de você"", ""pede pro seu pai"" pfv alguém leva esse demônio daq eu não aguento mais se preferencia um exorcista pq vai precisar!!",,,"Artist/music
rockstar plug
comming soon...",Twitter Web App,pt,1392130458733977604
blusavinho,2021-05-11T14:39:20Z,sim mãe eu penso em suicidar todos os dias só pra te irritar exatamente,,,(a/ela/dela),Twitter for Android,pt,1392127186619019265
zuquigabriell,2021-05-11T14:38:31Z,"popcorno se suicidar foi uma das piores coisas de 2020
mlk era bom",,,de alguma forma vc irá se decepcionar aqui.                                                                ✠,Twitter Web App,pt,1392126980573831170
hinaskyo,2021-05-11T14:37:10Z,@santwrytzoro Não tem lado bom eu vou me suicidar,santwrytzoro,,@CadelinhaDe2D1 you're my universe ❀☽ qualquer pronome · ⌗ escritora meia boca que sofre por personagens 2D - maior Ace stan desse site - pan - 16y,Twitter for Android,pt,1392126641070088194
zhouzishuloves,2021-05-11T14:21:11Z,@Yarkyshaire Vou me suicidar em cima de um pé de alface,Yarkyshaire,,"๑♡Não importa quem você é, eu te amo e te amarei até a eternidade♡๑ㅤㅤㅤㅤㅤㅤ",Twitter for Android,pt,1392122619906887684
PauloSerra18,2021-05-11T14:19:56Z,"RT @_cristian_no_h_: Consentimento não é absoluto. Quando uma pessoa está prestes a se suicidar ou mesmo a morrer por fatores externos, é o meu dever moral salvar essa pessoa, de todos os modos possíveis, mesmo que isso implique o não consentimento da pessoa. O mesmo aplica-se à Branca de Neve🙃 https://t.co/zCev7BlJrB",,_cristian_no_h_,"Se me querem na vossa vida então quero vos na minha!!😉

Benfica❤       Marina D`Or🎇🎉

insta: pauloricardoserra✌",Twitter for Android,pt,1392122302842785793
arianaa_c19,2021-05-11T14:18:57Z,"RT @_cristian_no_h_: Consentimento não é absoluto. Quando uma pessoa está prestes a se suicidar ou mesmo a morrer por fatores externos, é o meu dever moral salvar essa pessoa, de todos os modos possíveis, mesmo que isso implique o não consentimento da pessoa. O mesmo aplica-se à Branca de Neve🙃 https://t.co/zCev7BlJrB",,_cristian_no_h_,U19 GSC 🏀🖤 ✨ Ig: ariana_c17 1893 💙,Twitter for Android,pt,1392122056318259203
DJ_calamidade,2021-05-11T14:15:35Z,"Mormão se ela se suicidar por ti , case com ela.💖",,,"Deejay Calamidade🎧🇦🇴
https://t.co/ykD1mEm3Kj",Twitter for Android,pt,1392121211283443712
jpzzz7,2021-05-11T14:10:36Z,"RT @Gaules: Hoje tive a certeza do pq falhei quando tentei me suicidar.. Deus tem um plano especial pra cada um de nós! O maior alambrado do mundo, a maior tribo do mundo, a maior família do mundo! Obrigado https://t.co/rzcPhKJFY4",,Gaules,Não precisamos de memorias🇫🇷,Twitter for Android,pt,1392119957798916096
EHOXANDS,2021-05-11T14:00:07Z,"@sebaztian___ @QualidadeUma @CrimesReais vc n vai entender, vc nunca viu ou foi a pessoa que foi agredida, cuspida, humilhada, amedrontada, torturada e abusada psicologicamente/fisicamente, ent vc n sabe como isso destroi a mente de uma pessoa, espero q vc nunca passe por isso e nunca mais fale pra alguem se suicidar",sebaztian___,,"Ih, vai com calma cara ✋😨🤚",Twitter Web App,pt,1392117316968648707
nolegod,2021-05-11T13:53:50Z,@marianjxx @beatrizabh @brubroettoo eu escuto aquela mulher fala me da vontade de me suicidar,marianjxx,,abota o que aqui 🌫️⃤,Twitter for Android,pt,1392115734432649230
odiologia,2021-05-11T13:46:16Z,Meu irmão me perguntando quais são os meus planos kkkkk meu querido meu plano é n me suicidar até o fim do ano.,,,não sei o que faço aqui,Twitter for Android,pt,1392113832089227265
kaeprinz,2021-05-11T13:44:49Z,suicidar-me-ei,kaeprinz,,"↷ #anitwt & #genshintwt 🍵 ◟






























| (she/her) ♡ (ela/dela) |",Twitter for Android,pt,1392113465775566861
livinhaa016,2021-05-11T13:22:38Z,"Não posso me suicidar pq preciso estudar sobre isso.
Não posso me suicidar pq preciso estudar sobre isso.
Não posso me suicidar pq preciso estudar sobre isso.
Não posso me suicidar pq preciso estudar sobre isso.
Não posso me suicidar pq preciso estudar sobre isso.",,,sorria vadia você está sendo filmada.,Twitter for Android,pt,1392107886294282240
crfjuh15,2021-05-11T13:22:32Z,"RT @AnaClaudiaa21: se com 23 anos eu ainda tiver na casa dos meus pais, espero no futuro ler isso e me suicidar",,AnaClaudiaa21,@analuh170 👭❤️,Twitter for Android,pt,1392107859337437187
j0nnypeterson,2021-05-11T13:09:17Z,vou suicidar um certo alguem da minha timeline,,,uma mistura de johnsons baby com haxixe,Twitter for iPhone,pt,1392104523087466497
NeoOctaPedro,2021-05-11T12:55:40Z,@thiventure Suicidar é morrer,thiventure,,"Tanto faz.

❤️ @LOUiS_flv71❤️",Twitter for Android,pt,1392101097486143490
submarinoafunda,2021-05-11T12:49:58Z,"@PiotrNoc É uma seita só comparável aos maluquinhos que se foram suicidar para a floresta da Guiana. Já há muito que deixaram de ser do Sporting - como os outros tinham deixado de ser cristãos. É doença, vivem para o líder, nada mais lhes interessa. É deixá-los em mute e não lhes dar palco",PiotrNoc,,"Liberdade e democracia (sem mas). 
Ciência e conhecimento (sem mas). 
Devoto da Seguríssima Trindade:
Adan, Coates e Palhinha (Ámen!)",Twitter for Android,pt,1392099664397221892
CYB3RWB,2021-05-11T12:46:25Z,"@aestheticsabs_ eh um codigo do tt amg
quanto eh 9+2 ? :: posso me suicidar??
11 :: sim
ai eu postei q tava pensando nisso e teve gnt da sala q curtiu e ficou sem entender",aestheticsabs_,,͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ obsessed w hange ᵎᵎ 𓈒 ⌁ ela + dela,Twitter for iPhone,pt,1392098769295052803
joaoppacheco__,2021-05-11T12:45:07Z,"RT @Luanacarolitaaa: Uma amiga muito querida acabou de suicidar, peço que rezem pela alma dela e pela família que se encontra desolada. Não consigo acreditar ainda.. o nome dela é Ana, tinha 19 anos.",,Luanacarolitaaa,"amo Jesus, apaixonado por futebol e tal | @cruzeiro 💙",Twitter for Android,pt,1392098441405386752
duda_crf12,2021-05-11T12:33:06Z,"RT @AnaClaudiaa21: se com 23 anos eu ainda tiver na casa dos meus pais, espero no futuro ler isso e me suicidar",,AnaClaudiaa21,Pai 24.03.20👼🏻/ @orelhassis👩‍❤️‍💋‍👨 / 🌊💛✨,Twitter for iPhone,pt,1392095417433796610
